application_id,applicant_name,age,annual_income,employment_length,sex,race,credit_score,debt_to_income_ratio,num_credit_lines,num_derogatory_marks,months_since_last_delinquency,loan_amount,loan_term,loan_purpose,interest_rate,avg_monthly_balance,num_overdrafts,num_late_fees,monthly_income_deposits,loan_status
APP001109,Applicant_1109,43,40601,25.0,Female,Asian,426,0.16,7,0,,50695,84,home_improvement,9.36,15061,0,0,9501,0
APP001110,Applicant_1110,35,170188,2.0,Male,White,387,0.36,16,0,,97058,36,business,21.5,29681,1,0,13305,1
APP001111,Applicant_1111,53,121013,5.0,Female,Hispanic,344,0.48,10,0,,80779,60,debt_consolidation,23.0,20154,1,0,11706,1
APP001112,Applicant_1112,45,50782,,Male,Other,545,0.5,11,1,,12019,120,major_purchase,24.31,7222,0,1,6385,1
APP001113,Applicant_1113,37,131095,7.0,Male,White,710,0.41,5,0,,66743,84,major_purchase,15.83,11293,0,0,10066,0
APP001114,Applicant_1114,53,117123,28.0,Female,Asian,517,0.48,12,1,,11105,84,major_purchase,15.26,30454,0,0,14203,0
APP001115,Applicant_1115,67,64458,9.0,Male,Asian,726,0.31,15,0,,36683,36,home_improvement,5.68,12398,0,0,12012,0
APP001116,Applicant_1116,22,144225,33.0,Female,White,314,0.35,10,0,,44140,36,debt_consolidation,15.1,45566,0,0,14291,0
APP001117,Applicant_1117,34,159152,23.0,Female,Black,634,0.53,2,0,,76728,84,home_improvement,21.54,8265,0,0,18780,0
APP001118,Applicant_1118,60,185029,16.0,Male,Asian,836,0.32,18,0,,37874,84,business,3.7,3966,1,0,17924,0
APP001119,Applicant_1119,60,164980,31.0,Female,Black,791,0.24,11,0,,91211,84,car,23.04,20911,0,0,7381,0
APP001120,Applicant_1120,59,116188,10.0,Female,Black,591,0.49,5,0,,98489,60,major_purchase,15.89,11521,1,0,4315,1
APP001121,Applicant_1121,26,141292,33.0,Male,Hispanic,416,0.08,6,0,,24350,120,home_improvement,17.31,1831,0,0,5053,0
APP001122,Applicant_1122,26,110570,23.0,Male,White,768,0.58,13,3,,49215,120,car,19.19,1337,0,2,9907,0
APP001123,Applicant_1123,23,143791,4.0,Male,White,686,0.24,17,0,,94751,60,car,23.46,43265,1,0,19188,0
APP001124,Applicant_1124,27,198554,28.0,Female,Black,492,0.4,16,1,,65444,84,business,18.43,23364,0,0,3904,1
APP001125,Applicant_1125,28,145291,33.0,Male,Hispanic,400,0.43,1,1,,89369,84,car,12.96,7838,1,0,9982,1
APP001126,Applicant_1126,62,118375,15.0,Male,Asian,369,0.13,13,0,20.0,22179,84,major_purchase,21.96,25281,0,0,1733,1
APP001127,Applicant_1127,35,58314,24.0,Male,Asian,473,0.5,10,0,,68144,60,credit_card,23.94,18484,0,0,16189,0
APP001128,Applicant_1128,67,128880,36.0,Male,White,743,0.36,13,0,,35526,120,car,16.86,36075,0,0,15636,0
APP001129,Applicant_1129,49,120326,7.0,Female,Black,732,0.23,18,2,,99892,36,credit_card,19.95,12163,1,0,15192,0
APP001130,Applicant_1130,53,166903,28.0,Male,Hispanic,514,0.52,18,1,,31384,120,car,15.38,42683,0,0,4288,1
APP001131,Applicant_1131,50,141026,24.0,Male,Hispanic,836,0.39,4,0,,55175,36,home_improvement,5.89,36060,1,0,9393,0
APP001132,Applicant_1132,59,171197,22.0,Male,Asian,618,0.48,3,2,,61926,84,business,16.63,27910,0,2,1816,1
APP001133,Applicant_1133,47,82451,33.0,Male,Asian,585,0.6,16,0,,66840,60,car,15.75,11481,0,0,7518,1
APP001134,Applicant_1134,56,65708,2.0,Male,Other,524,0.12,7,0,,48862,60,major_purchase,14.26,1222,0,0,13719,1
APP001135,Applicant_1135,49,37682,29.0,Female,Other,648,0.46,7,1,,28433,84,major_purchase,15.64,41470,2,0,8865,1
APP001136,Applicant_1136,58,122406,33.0,Male,Black,687,0.47,2,1,,16717,120,credit_card,10.79,3553,0,0,15113,0
APP001137,Applicant_1137,53,186866,31.0,Male,Other,640,0.53,16,1,,68898,84,credit_card,20.73,25691,1,0,19028,1
APP001138,Applicant_1138,57,79372,28.0,Female,Hispanic,803,0.27,5,0,,81618,84,business,8.73,25186,1,1,1456,1
APP001139,Applicant_1139,47,59477,8.0,Male,Other,370,0.53,8,0,,92443,60,education,12.79,29756,0,0,13195,1
APP001140,Applicant_1140,53,189809,1.0,Female,White,428,0.4,8,1,,72885,120,debt_consolidation,18.84,7464,1,0,9626,1
APP001141,Applicant_1141,24,153692,38.0,Female,White,743,0.09,11,1,,26060,36,home_improvement,15.59,20000,0,1,9131,0
APP001142,Applicant_1142,42,186129,6.0,Female,Asian,589,0.07,10,0,,96807,60,business,6.31,30833,0,0,16154,0
APP001143,Applicant_1143,22,191210,4.0,Female,Asian,686,0.31,1,1,,48076,60,debt_consolidation,14.15,36061,0,0,6854,0
APP001144,Applicant_1144,30,73024,7.0,Male,Black,317,0.48,6,2,,68421,60,business,19.56,7134,0,0,3262,1
APP001145,Applicant_1145,25,160749,31.0,Male,White,375,0.26,7,2,,42589,36,car,5.01,15742,0,0,8774,0
APP001146,Applicant_1146,30,195183,17.0,Female,Black,664,0.52,17,0,,15688,36,credit_card,21.81,26494,1,0,19919,0
APP001147,Applicant_1147,53,175146,37.0,Female,Black,579,0.32,16,0,,24325,36,major_purchase,14.49,3423,1,0,5262,1
APP001148,Applicant_1148,58,37824,17.0,Female,Other,579,0.06,14,0,,37147,120,home_improvement,14.86,37937,1,1,18112,0
APP001149,Applicant_1149,33,151837,15.0,Female,Asian,742,0.59,3,1,13.0,70870,84,major_purchase,15.63,4216,0,0,8889,1
APP001150,Applicant_1150,51,196511,20.0,Female,Black,628,0.32,9,0,,32978,120,business,8.74,13650,0,0,14162,0
APP001151,Applicant_1151,67,117151,9.0,Male,Black,835,0.41,10,0,,36263,120,credit_card,11.69,30514,1,0,17342,0
APP001152,Applicant_1152,56,68926,,Female,Asian,807,0.16,3,1,,33598,36,debt_consolidation,17.88,6996,0,1,2647,0
APP001153,Applicant_1153,65,187932,7.0,Male,Asian,749,0.21,12,2,,91747,84,home_improvement,11.99,47849,0,0,12596,1
APP001154,Applicant_1154,44,32975,,Female,White,674,0.32,4,0,,46104,120,credit_card,23.66,49230,0,1,1068,0
APP001155,Applicant_1155,35,94877,,Female,Asian,595,0.52,12,0,,14889,120,education,22.99,29750,0,0,4703,0
APP001156,Applicant_1156,49,97870,39.0,Male,Other,775,0.11,13,0,,24387,84,education,7.28,12606,0,0,11166,0
APP001157,Applicant_1157,28,101371,8.0,Female,White,692,0.48,7,1,,40515,36,major_purchase,7.77,49189,0,0,19428,0
APP001158,Applicant_1158,25,177620,29.0,Male,Black,408,0.37,19,0,,55903,84,car,12.34,2709,0,0,11928,1
APP001159,Applicant_1159,49,120970,16.0,Male,Other,658,0.32,18,0,,15433,60,car,16.04,29233,0,0,19460,0
APP001160,Applicant_1160,67,118066,39.0,Female,Other,588,0.53,18,1,,29507,84,car,22.47,37543,0,0,17217,1
APP001161,Applicant_1161,24,189808,14.0,Female,White,717,0.11,9,1,,52194,60,education,6.2,30332,0,0,17482,0
APP001162,Applicant_1162,32,81562,3.0,Male,Black,617,0.59,7,0,,85767,120,business,20.6,32835,1,0,13194,0
APP001163,Applicant_1163,65,60409,5.0,Male,White,640,0.52,7,1,,74896,84,debt_consolidation,6.11,19774,0,0,11046,0
APP001164,Applicant_1164,22,29834,15.0,Female,Hispanic,616,0.23,13,0,,94651,84,education,15.44,3044,0,0,11786,1
APP001165,Applicant_1165,47,122192,25.0,Male,Hispanic,648,0.3,6,1,,44250,36,major_purchase,15.96,39156,0,0,12257,0
APP001166,Applicant_1166,51,20840,36.0,Female,White,326,0.06,7,0,,39979,120,home_improvement,24.23,13885,0,0,9904,0
APP001167,Applicant_1167,56,51568,22.0,Female,Black,700,0.34,13,0,,85246,60,credit_card,19.66,17186,0,0,8732,0
APP001168,Applicant_1168,56,30846,12.0,Female,Black,615,0.35,6,0,,81252,60,education,19.05,25418,1,1,11567,0
APP001169,Applicant_1169,46,156971,16.0,Male,Asian,667,0.56,17,0,,11666,36,car,4.04,46973,0,0,14544,0
APP001170,Applicant_1170,63,106038,26.0,Female,Other,642,0.26,18,0,10.0,99938,60,car,19.76,36068,2,0,4828,0
APP001171,Applicant_1171,47,189845,21.0,Male,White,664,0.36,8,0,,35387,60,debt_consolidation,18.08,17076,0,0,6027,0
APP001172,Applicant_1172,25,149789,36.0,Male,Other,372,0.46,18,0,,61444,60,car,18.1,37840,0,0,12725,0
APP001173,Applicant_1173,40,127460,18.0,Female,Other,421,0.38,15,0,,33454,60,debt_consolidation,4.59,49162,0,0,7371,1
APP001174,Applicant_1174,31,94723,38.0,Male,Hispanic,485,0.14,1,1,,66911,36,education,11.93,30572,0,0,15997,0
APP001175,Applicant_1175,30,124194,34.0,Male,Hispanic,618,0.14,1,1,,73442,120,debt_consolidation,5.97,17176,1,0,6614,0
APP001176,Applicant_1176,60,131417,12.0,Male,White,841,0.13,7,0,,46023,36,debt_consolidation,23.11,21556,1,0,2184,0
APP001177,Applicant_1177,58,155383,13.0,Male,White,652,0.17,16,0,,17199,84,car,11.39,38015,0,0,4763,0
APP001178,Applicant_1178,26,76888,30.0,Male,Black,654,0.23,14,0,,33011,36,car,22.34,47829,0,0,18046,0
APP001179,Applicant_1179,28,61616,1.0,Female,White,405,0.46,12,0,,59101,84,business,10.33,26231,0,1,6014,1
APP001180,Applicant_1180,43,26083,,Female,Black,717,0.08,5,0,,35842,60,education,17.93,27488,1,0,4712,0
APP001181,Applicant_1181,67,163670,,Male,Black,504,0.5,7,1,53.0,11064,36,home_improvement,3.7,14716,0,0,15290,0
APP001182,Applicant_1182,46,102476,13.0,Female,White,681,0.19,12,0,,83569,120,debt_consolidation,18.5,49194,1,0,14861,0
APP001183,Applicant_1183,66,112416,8.0,Female,Black,596,0.39,19,0,,41986,120,business,18.49,21457,0,0,18815,0
APP001184,Applicant_1184,63,22580,9.0,Female,Other,578,0.35,5,2,,69687,120,credit_card,6.46,2044,0,0,18892,1
APP001185,Applicant_1185,32,142834,6.0,Male,Black,488,0.13,7,0,,13053,84,business,13.12,34722,0,1,5160,1
APP001186,Applicant_1186,46,132148,27.0,Male,Other,842,0.21,7,0,,82504,120,major_purchase,18.19,16738,0,1,9704,0
APP001187,Applicant_1187,33,62321,24.0,Female,Other,749,0.21,13,0,,44028,84,debt_consolidation,14.91,34166,0,0,14618,0
APP001188,Applicant_1188,60,29386,27.0,Female,Other,557,0.39,17,1,,10409,60,business,23.4,24341,0,0,16085,1
APP001189,Applicant_1189,38,73171,1.0,Female,Asian,752,0.48,5,0,,42632,84,credit_card,8.03,37795,1,1,17951,0
APP001190,Applicant_1190,45,170594,16.0,Male,Asian,377,0.6,14,0,,38321,60,debt_consolidation,24.25,39986,0,0,13052,0
APP001191,Applicant_1191,53,165707,3.0,Male,Black,322,0.1,11,0,,12995,36,car,14.1,49326,0,0,13431,0
APP001192,Applicant_1192,67,151743,12.0,Female,White,802,0.57,19,0,,9066,60,business,24.99,4537,0,0,13364,0
APP001193,Applicant_1193,60,53545,17.0,Male,Black,484,0.36,4,1,,10468,36,education,12.67,16155,1,1,12406,1
APP001194,Applicant_1194,63,46855,2.0,Male,Asian,846,0.25,17,3,,70681,120,car,22.18,21659,0,0,4508,0
APP001195,Applicant_1195,32,55790,36.0,Male,Hispanic,812,0.21,17,0,,74850,120,home_improvement,21.48,20780,0,0,11483,0
APP001196,Applicant_1196,64,71012,,Female,Hispanic,348,0.16,3,0,,92206,120,home_improvement,15.09,34697,0,0,6231,0
APP001197,Applicant_1197,56,137827,23.0,Male,Black,467,0.36,14,0,,30460,36,education,19.9,33810,0,1,19407,0
APP001198,Applicant_1198,68,34260,,Male,Asian,320,0.57,6,1,,28186,84,debt_consolidation,19.47,31599,1,0,6398,0
APP001199,Applicant_1199,24,21074,34.0,Female,Other,691,0.15,10,0,,32301,120,education,6.35,20705,0,0,15958,0
APP001200,Applicant_1200,25,193748,1.0,Female,Asian,404,0.29,17,0,,29962,60,car,19.29,38936,0,0,15580,1
APP001201,Applicant_1201,57,160547,32.0,Female,Black,589,0.16,2,0,,12028,120,debt_consolidation,19.13,34915,0,0,17978,1
APP001202,Applicant_1202,28,166192,,Male,Asian,725,0.15,12,0,,67066,60,education,12.75,48917,0,0,4256,0
APP001203,Applicant_1203,62,174219,21.0,Male,Hispanic,528,0.53,16,0,,39405,120,business,6.8,47403,0,0,15867,1
APP001204,Applicant_1204,69,21986,12.0,Male,Other,480,0.19,16,1,,17563,84,credit_card,13.2,16013,0,0,1886,0
APP001205,Applicant_1205,48,183502,9.0,Male,Black,651,0.19,3,0,,51200,60,debt_consolidation,19.56,19532,1,1,13407,0
APP001206,Applicant_1206,51,75479,16.0,Male,Black,524,0.55,18,0,,31392,60,education,22.41,26959,0,0,12622,0
APP001207,Applicant_1207,29,150833,4.0,Male,White,533,0.26,7,0,,23665,84,home_improvement,11.43,7427,0,0,1118,1
APP001208,Applicant_1208,49,22176,8.0,Female,Other,565,0.05,10,0,,5052,36,major_purchase,10.77,39102,0,0,7413,0
APP001209,Applicant_1209,34,104258,,Male,Black,613,0.45,8,0,,11348,60,credit_card,7.73,41291,0,0,11096,1
APP001210,Applicant_1210,60,135188,22.0,Male,Asian,798,0.33,18,1,,27411,120,home_improvement,11.39,49515,0,0,2702,0
APP001211,Applicant_1211,61,104153,29.0,Female,Asian,517,0.48,17,1,,12748,36,car,8.64,27517,0,0,6936,0
APP001212,Applicant_1212,42,178187,3.0,Female,Asian,510,0.36,3,2,110.0,73491,84,debt_consolidation,10.74,43746,0,0,1265,0
APP001213,Applicant_1213,31,97442,20.0,Male,Asian,398,0.24,8,0,,70489,84,home_improvement,15.12,21154,0,0,19591,1
APP001214,Applicant_1214,43,60002,,Male,Black,687,0.09,5,0,,12234,36,business,15.71,3020,0,0,6823,0
APP001215,Applicant_1215,21,77124,,Female,Hispanic,644,0.53,12,0,,89277,60,home_improvement,19.44,10048,0,2,3373,0
APP001216,Applicant_1216,66,157682,15.0,Male,Other,552,0.16,6,1,,35595,36,car,24.63,1726,0,0,15267,0
APP001217,Applicant_1217,57,69752,22.0,Female,Asian,823,0.58,10,0,,89202,60,major_purchase,5.43,29986,0,0,9602,1
APP001218,Applicant_1218,41,98947,22.0,Female,Black,417,0.19,10,2,,75674,36,car,8.57,18563,0,0,11104,1
APP001219,Applicant_1219,46,138972,,Male,Black,508,0.5,1,0,,26332,84,debt_consolidation,12.31,48673,1,0,18363,1
APP001220,Applicant_1220,66,94716,4.0,Female,Asian,708,0.48,9,0,,82784,60,business,24.3,20946,0,0,11152,0
APP001221,Applicant_1221,56,199065,5.0,Male,White,780,0.3,18,2,,89870,60,car,9.55,33193,0,0,15898,0
APP001222,Applicant_1222,43,30073,,Female,Black,628,0.27,3,1,,34832,60,debt_consolidation,22.36,27634,0,0,19754,0
APP001223,Applicant_1223,21,57251,27.0,Female,Other,482,0.44,1,1,,99979,84,education,12.23,25063,0,0,3528,0
APP001224,Applicant_1224,60,116496,17.0,Female,Other,716,0.34,10,0,,52286,84,education,24.11,44302,0,0,17568,0
APP001225,Applicant_1225,35,58897,,Male,White,382,0.4,3,1,,43138,60,business,4.28,34941,1,1,3922,0
APP001226,Applicant_1226,41,71616,12.0,Male,Black,553,0.31,18,3,,84894,84,business,8.7,36221,0,0,11859,1
APP001227,Applicant_1227,67,24482,32.0,Male,White,304,0.36,7,1,,8843,36,education,4.34,11974,1,0,2011,0
APP001228,Applicant_1228,29,127990,9.0,Male,Black,602,0.15,7,0,,80817,36,car,19.66,6281,0,0,3084,0
APP001229,Applicant_1229,29,190646,6.0,Male,Black,835,0.08,10,1,,83745,120,major_purchase,17.52,44692,1,0,14414,0
APP001230,Applicant_1230,30,63284,36.0,Male,White,727,0.25,13,0,,15260,120,debt_consolidation,8.49,29692,0,0,9295,0
APP001231,Applicant_1231,46,92932,31.0,Female,Hispanic,526,0.31,4,2,,80130,120,debt_consolidation,4.68,24330,0,0,3493,1
APP001232,Applicant_1232,61,27338,21.0,Female,Asian,689,0.55,12,1,,45585,84,home_improvement,20.53,42579,0,0,17156,0
APP001233,Applicant_1233,55,193790,15.0,Male,Asian,311,0.28,3,0,,39313,84,car,19.84,24656,0,0,12072,0
APP001234,Applicant_1234,45,163572,23.0,Male,Asian,636,0.29,16,2,,36933,60,home_improvement,23.27,14808,0,0,15088,0
APP001235,Applicant_1235,46,162617,13.0,Male,White,428,0.42,11,0,,92744,84,credit_card,7.09,42532,0,0,19803,1
APP001236,Applicant_1236,31,81480,10.0,Female,Black,310,0.16,3,2,,82154,60,debt_consolidation,15.84,38413,0,1,18488,0
APP001237,Applicant_1237,58,156313,18.0,Male,Black,789,0.53,8,0,,15732,120,major_purchase,23.24,7582,0,0,3901,1
APP001238,Applicant_1238,22,173893,22.0,Male,Other,571,0.29,7,1,,7962,120,education,7.92,27429,0,0,8996,0
APP001239,Applicant_1239,27,24695,33.0,Male,Black,656,0.56,14,1,,79697,36,major_purchase,16.56,3429,0,0,17515,0
APP001240,Applicant_1240,38,34318,39.0,Female,Hispanic,391,0.2,2,0,,80818,60,debt_consolidation,16.55,600,0,0,8613,0
APP001241,Applicant_1241,47,70934,12.0,Female,Asian,308,0.31,10,1,48.0,79631,84,home_improvement,4.4,13801,1,0,16143,0
APP001242,Applicant_1242,54,173403,38.0,Female,Hispanic,422,0.48,3,0,,8763,120,debt_consolidation,20.32,21168,2,1,1337,0
APP001243,Applicant_1243,47,141282,27.0,Female,Asian,580,0.36,11,2,,63086,36,credit_card,20.47,27692,1,0,4096,1
APP001244,Applicant_1244,37,111891,39.0,Male,White,757,0.41,19,1,,34003,60,business,7.62,37339,0,0,12730,0
APP001245,Applicant_1245,63,88754,15.0,Male,Hispanic,750,0.2,8,3,,95677,84,education,4.41,16762,1,0,1028,0
APP001246,Applicant_1246,64,105677,,Male,Black,706,0.23,5,1,,33535,84,education,18.98,36914,0,0,13879,0
APP001247,Applicant_1247,44,122320,3.0,Female,Asian,355,0.33,9,0,,86630,120,credit_card,6.4,45101,0,0,8208,1
APP001248,Applicant_1248,45,153909,27.0,Male,Other,678,0.16,13,1,,74788,84,education,18.32,16202,1,0,3477,0
APP001249,Applicant_1249,27,145261,11.0,Female,Hispanic,801,0.12,11,0,,43983,36,credit_card,6.73,45031,0,0,8008,1
APP001250,Applicant_1250,26,125338,15.0,Male,White,322,0.51,2,1,,39841,84,debt_consolidation,22.0,36629,0,0,15352,1
APP001251,Applicant_1251,44,60077,35.0,Male,Other,544,0.48,12,2,,32055,36,business,16.65,33844,0,1,17949,0
APP001252,Applicant_1252,53,99915,19.0,Male,White,717,0.56,3,1,14.0,42475,84,car,15.9,16563,0,0,19415,0
APP001253,Applicant_1253,69,155311,25.0,Male,Asian,530,0.37,15,0,,36811,84,home_improvement,14.99,40315,0,0,12756,1
APP001254,Applicant_1254,49,49669,25.0,Female,Hispanic,509,0.28,1,1,,73209,36,major_purchase,4.39,12429,0,1,13910,1
APP001255,Applicant_1255,63,68624,21.0,Female,White,461,0.11,11,0,,52243,36,business,21.53,18750,0,1,15271,0
APP001256,Applicant_1256,42,95147,8.0,Female,Other,676,0.52,10,0,,85305,36,car,13.24,9442,1,1,19267,0
APP001257,Applicant_1257,46,155222,4.0,Male,Other,469,0.3,3,1,,5202,120,business,11.46,8549,0,1,11209,1
APP001258,Applicant_1258,48,162181,16.0,Female,Black,638,0.36,14,0,,74597,120,debt_consolidation,17.07,41065,0,1,1967,0
APP001259,Applicant_1259,41,177088,33.0,Male,White,773,0.22,16,1,,37820,60,home_improvement,14.24,26726,1,0,12062,0
APP001260,Applicant_1260,69,163008,1.0,Male,Hispanic,526,0.34,9,0,,19169,84,education,9.68,3426,0,0,6606,1
APP001261,Applicant_1261,27,162108,6.0,Male,Hispanic,662,0.48,14,0,,38969,36,business,6.69,1491,0,0,2576,0
APP001262,Applicant_1262,37,190308,35.0,Male,Black,778,0.44,1,0,,68005,60,debt_consolidation,5.68,20992,1,0,2676,0
APP001263,Applicant_1263,40,165093,12.0,Male,Other,774,0.59,1,2,,95871,120,education,8.58,1954,0,0,13154,1
APP001264,Applicant_1264,61,56943,19.0,Female,White,494,0.32,4,0,,8552,60,major_purchase,22.21,35621,0,1,18575,0
APP001265,Applicant_1265,69,133694,29.0,Female,Other,311,0.34,1,0,,63348,36,debt_consolidation,5.86,20538,0,1,18361,1
APP001266,Applicant_1266,40,174316,29.0,Male,White,794,0.08,19,1,,89382,120,education,21.03,38951,0,0,18876,0
APP001267,Applicant_1267,42,143351,10.0,Male,White,361,0.26,12,0,,48777,120,debt_consolidation,22.17,30704,0,0,18276,0
APP001268,Applicant_1268,48,58985,30.0,Female,White,828,0.56,4,2,,85462,84,car,21.24,41112,0,0,4739,1
APP001269,Applicant_1269,60,152574,2.0,Male,Other,570,0.24,9,0,,98393,36,debt_consolidation,22.07,19274,2,0,13286,0
APP001270,Applicant_1270,69,73836,1.0,Female,Other,837,0.47,7,1,,99023,120,major_purchase,8.12,31447,1,0,19036,0
APP001271,Applicant_1271,27,119714,2.0,Male,Other,364,0.59,14,0,,5962,36,car,24.9,37583,0,0,2749,1
APP001272,Applicant_1272,21,23770,14.0,Female,Asian,779,0.12,3,3,,28906,84,education,15.17,14315,0,0,13399,0
APP001273,Applicant_1273,52,62865,16.0,Male,Other,789,0.23,15,1,,66600,60,debt_consolidation,20.93,16311,0,0,10207,0
APP001274,Applicant_1274,33,73811,,Female,Black,367,0.31,11,1,,33950,60,debt_consolidation,13.93,27083,1,0,12814,0
APP001275,Applicant_1275,50,24001,4.0,Male,Asian,661,0.18,10,0,,21484,84,credit_card,7.61,30960,0,0,8583,1
APP001276,Applicant_1276,43,80848,33.0,Male,White,318,0.06,15,0,,57990,84,education,21.69,38956,0,0,8739,1
APP001277,Applicant_1277,39,72635,32.0,Male,Hispanic,844,0.31,17,0,,76852,120,business,14.05,14387,0,0,5866,0
APP001278,Applicant_1278,52,40946,15.0,Male,Asian,390,0.35,19,1,,94196,84,credit_card,24.4,25673,0,0,9780,0
APP001279,Applicant_1279,50,115852,36.0,Male,Asian,537,0.39,11,0,,72362,60,car,20.94,37806,1,0,10369,0
APP001280,Applicant_1280,49,111103,2.0,Female,White,761,0.5,16,0,,20719,120,business,19.64,15455,0,0,12794,1
APP001281,Applicant_1281,69,63744,20.0,Male,Other,323,0.19,4,1,,39164,120,major_purchase,18.96,27501,0,0,5962,0
APP001282,Applicant_1282,65,137729,7.0,Male,Other,526,0.08,7,0,,41544,120,debt_consolidation,16.6,44971,2,0,2965,0
APP001283,Applicant_1283,49,190231,21.0,Male,Asian,680,0.1,11,0,,41738,84,business,22.79,33916,0,0,12925,0
APP001284,Applicant_1284,50,43671,4.0,Male,Other,305,0.32,17,0,,51089,36,education,16.85,9948,0,0,11744,0
APP001285,Applicant_1285,36,167522,16.0,Female,Asian,656,0.56,19,1,,83045,120,education,24.91,18747,0,0,13164,1
APP001286,Applicant_1286,60,165980,36.0,Female,Hispanic,456,0.59,10,0,,96769,36,business,14.73,5360,0,1,3401,0
APP001287,Applicant_1287,39,195430,13.0,Female,Hispanic,500,0.16,15,0,,84993,84,business,5.26,41461,0,0,3721,1
APP001288,Applicant_1288,38,186590,38.0,Male,White,524,0.13,6,0,,48291,36,home_improvement,19.78,20688,0,0,12768,0
APP001289,Applicant_1289,21,77813,,Male,Black,762,0.24,13,1,,65495,84,car,4.45,30664,1,1,9782,0
APP001290,Applicant_1290,34,116748,30.0,Male,Black,556,0.31,3,0,,12683,120,business,11.79,47749,0,0,4209,0
APP001291,Applicant_1291,67,157878,16.0,Male,Other,730,0.49,8,0,,21500,60,car,13.16,32704,0,0,4175,0
APP001292,Applicant_1292,22,124733,34.0,Male,Black,724,0.48,7,1,,26359,60,debt_consolidation,22.59,4042,1,2,9419,0
APP001293,Applicant_1293,48,191963,39.0,Female,Hispanic,706,0.56,5,1,,68340,36,car,15.56,1921,0,1,13470,1
APP001294,Applicant_1294,69,146865,21.0,Female,White,404,0.52,18,2,,81995,60,home_improvement,23.8,9730,0,0,6550,1
APP001295,Applicant_1295,50,103551,28.0,Female,Hispanic,551,0.29,16,0,,71070,120,education,8.66,30948,1,1,8818,0
APP001296,Applicant_1296,58,149335,9.0,Male,Asian,398,0.06,9,0,,56559,84,business,9.53,42358,0,1,7620,1
APP001297,Applicant_1297,24,59220,17.0,Female,Other,477,0.18,11,1,,17539,36,business,11.35,17800,0,0,6171,0
APP001298,Applicant_1298,21,37158,34.0,Female,Other,564,0.39,19,1,,24350,84,education,19.19,31069,0,0,15073,0
APP001299,Applicant_1299,28,100992,15.0,Male,Black,431,0.33,14,1,,83257,84,car,18.12,23599,0,0,7489,0
APP001300,Applicant_1300,49,178660,6.0,Female,Asian,498,0.18,7,0,,38358,84,major_purchase,7.92,24992,1,0,4742,0
APP001301,Applicant_1301,59,82576,29.0,Male,Black,356,0.12,12,0,,24200,60,business,12.18,22252,1,0,13184,1
APP001302,Applicant_1302,23,108027,18.0,Male,Black,708,0.17,19,2,,62879,120,business,11.06,19948,0,0,8841,0
APP001303,Applicant_1303,52,175260,22.0,Male,Black,561,0.19,8,2,,77107,120,home_improvement,19.82,37005,0,0,12290,1
APP001304,Applicant_1304,30,78830,7.0,Male,Asian,417,0.53,5,0,,38265,84,business,11.41,1258,1,0,4657,0
APP001305,Applicant_1305,30,155091,16.0,Male,Black,784,0.44,6,0,,7412,60,major_purchase,19.75,27882,0,0,18573,0
APP001306,Applicant_1306,39,32419,20.0,Female,Other,620,0.35,11,0,,74324,84,credit_card,15.29,17341,0,0,11357,0
APP001307,Applicant_1307,66,53697,25.0,Male,Black,607,0.06,3,1,,51584,84,credit_card,23.77,41411,0,0,12841,0
APP001308,Applicant_1308,54,104932,27.0,Male,Asian,789,0.5,11,0,,46893,60,debt_consolidation,24.52,33503,0,0,19305,0
APP001309,Applicant_1309,53,139712,38.0,Female,Asian,620,0.35,12,0,,25663,36,education,17.03,33569,0,0,11087,0
APP001310,Applicant_1310,43,115428,32.0,Male,Hispanic,655,0.4,1,0,,68666,36,debt_consolidation,23.27,17334,0,0,12123,0
APP001311,Applicant_1311,48,159045,39.0,Male,Black,819,0.09,4,1,,7333,60,education,19.02,18563,0,0,7944,0
APP001312,Applicant_1312,52,106649,18.0,Female,Asian,825,0.5,1,1,,15067,36,car,18.07,1482,0,1,15868,0
APP001313,Applicant_1313,27,142649,28.0,Female,Black,323,0.51,6,0,,19185,60,credit_card,13.51,17668,0,0,17870,1
APP001314,Applicant_1314,49,31136,19.0,Male,White,491,0.54,2,1,,22384,84,car,15.55,44164,0,0,7148,0
APP001315,Applicant_1315,28,104739,19.0,Female,Other,648,0.34,13,2,,10956,84,car,11.87,32980,0,1,14965,1
APP001316,Applicant_1316,21,82502,9.0,Male,Other,324,0.27,16,0,,8957,120,major_purchase,7.26,24252,0,0,5661,0
APP001317,Applicant_1317,23,182357,11.0,Female,Black,689,0.09,11,1,,34933,60,home_improvement,23.38,21241,1,0,2058,0
APP001318,Applicant_1318,44,43039,,Female,Other,489,0.16,14,0,,92798,36,major_purchase,8.06,26951,1,0,4138,1
APP001319,Applicant_1319,43,86720,24.0,Male,Other,327,0.17,6,1,,99204,36,major_purchase,15.15,49339,0,0,8699,0
APP001320,Applicant_1320,28,143168,24.0,Male,White,840,0.08,16,0,,99628,36,major_purchase,19.35,26728,1,0,12079,0
APP001321,Applicant_1321,67,108263,3.0,Male,Other,790,0.13,17,0,,40535,84,business,21.21,45694,0,3,4770,0
APP001322,Applicant_1322,57,79155,3.0,Female,Other,787,0.54,10,1,,32796,36,home_improvement,11.15,43361,0,1,1567,1
